topology,nodes,k,method,objective,pct_above_best,time_sec
BizNetworks,29,3,LocalSearch,448.74,0.0,0.0
BizNetworks,29,3,Betweenness,1117.67,149.07,0.0
BizNetworks,29,3,HighDegree,1117.67,149.07,0.0
BizNetworks,29,3,Random,606.23,35.1,0.0
BizNetworks,29,5,Greedy,156.79,42.93,0.0
BizNetworks,29,5,LocalSearch,109.69,0.0,0.0
BizNetworks,29,5,Betweenness,1083.98,888.19,0.0
BizNetworks,29,5,HighDegree,788.67,618.97,0.0
BizNetworks,29,5,Random,109.69,0.0,0.0
CESNET,29,1,Greedy,1156.32,0.0,0.0
CESNET,29,1,LocalSearch,1156.32,0.0,0.0
CESNET,29,1,Betweenness,1156.32,0.0,0.0
CESNET,29,1,HighDegree,1156.32,0.0,0.0
CESNET,29,1,Random,1156.32,0.0,0.0
CESNET,29,3,Greedy,228.34,0.0,0.0
CESNET,29,3,LocalSearch,228.34,0.0,0.0
CESNET,29,3,Betweenness,255.28,11.8,0.0
CESNET,29,3,HighDegree,255.28,11.8,0.0
CESNET,29,3,Random,247.08,8.21,0.0
CESNET,29,5,Greedy,77.81,34.84,0.0
CESNET,29,5,LocalSearch,57.71,0.0,0.0
CESNET,29,5,Betweenness,64.58,11.92,0.0
CESNET,29,5,HighDegree,64.58,11.92,0.0
CESNET,29,5,Random,127.47,120.89,0.0
Janet Backbone,29,1,Greedy,2232.08,0.0,0.0
Janet Backbone,29,1,LocalSearch,2232.08,0.0,0.0
Janet Backbone,29,1,Betweenness,2599.62,16.47,0.001
Janet Backbone,29,1,HighDegree,2599.62,16.47,0.0
Janet Backbone,29,1,Random,2232.08,0.0,0.0
Janet Backbone,29,3,Greedy,394.17,114.22,0.0
Janet Backbone,29,3,LocalSearch,184.0,0.0,0.0
Janet Backbone,29,3,Betweenness,440.47,139.39,0.001
Janet Backbone,29,3,HighDegree,257.59,40.0,0.0
Janet Backbone,29,3,Random,232.4,26.3,0.0
Janet Backbone,29,5,Greedy,62.81,70.58,0.0
Janet Backbone,29,5,LocalSearch,36.82,0.0,0.0
Janet Backbone,29,5,Betweenness,237.71,545.53,0.0
Janet Backbone,29,5,HighDegree,237.71,545.53,0.0
Janet Backbone,29,5,Random,75.31,104.51,0.0
ARN,30,1,Greedy,2725.79,0.0,0.0
ARN,30,1,LocalSearch,2725.79,0.0,0.0
ARN,30,1,Betweenness,2725.79,0.0,0.0
ARN,30,1,HighDegree,2725.79,0.0,0.0
ARN,30,1,Random,2725.79,0.0,0.0
ARN,30,3,Greedy,426.32,0.0,0.0
ARN,30,3,LocalSearch,426.32,0.0,0.0
ARN,30,3,Betweenness,426.32,0.0,0.0
ARN,30,3,HighDegree,426.32,0.0,0.0
ARN,30,3,Random,432.96,1.56,0.0
ARN,30,5,Greedy,56.96,0.0,0.0
ARN,30,5,LocalSearch,56.96,0.0,0.001
ARN,30,5,Betweenness,56.96,0.0,0.0
ARN,30,5,HighDegree,56.96,0.0,0.0
ARN,30,5,Random,69.54,22.08,0.0
Cynet,30,1,Greedy,98.29,0.0,0.0
Cynet,30,1,LocalSearch,98.29,0.0,0.0
Cynet,30,1,Betweenness,98.34,0.05,0.0
Cynet,30,1,HighDegree,98.34,0.05,0.0
Cynet,30,1,Random,98.29,0.0,0.0
Cynet,30,3,Greedy,41.53,0.05,0.0
Cynet,30,3,LocalSearch,41.5,0.0,0.0
Cynet,30,3,Betweenness,80.33,93.54,0.0
Cynet,30,3,HighDegree,80.33,93.54,0.0
Cynet,30,3,Random,41.53,0.05,0.0
Cynet,30,5,Greedy,17.95,0.15,0.0
Cynet,30,5,LocalSearch,17.93,0.0,0.001
Cynet,30,5,Betweenness,23.56,31.45,0.0
Cynet,30,5,HighDegree,23.56,31.45,0.0
Cynet,30,5,Random,23.64,31.9,0.0
ERNET,30,1,Greedy,11855.72,0.0,0.0
ERNET,30,1,LocalSearch,11855.72,0.0,0.0
ERNET,30,1,Betweenness,12645.77,6.66,0.0
ERNET,30,1,HighDegree,14712.2,24.09,0.0
ERNET,30,1,Random,11855.72,0.0,0.0
ERNET,30,3,Greedy,2666.46,27.97,0.0
ERNET,30,3,LocalSearch,2083.74,0.0,0.0
ERNET,30,3,Betweenness,2092.9,0.44,0.0
ERNET,30,3,HighDegree,2673.64,28.31,0.0
ERNET,30,3,Random,2092.9,0.44,0.0
ERNET,30,5,Greedy,500.7,1.86,0.0
ERNET,30,5,LocalSearch,491.53,0.0,0.0
ERNET,30,5,Betweenness,584.14,18.84,0.0
ERNET,30,5,HighDegree,584.14,18.84,0.0
ERNET,30,5,Random,508.72,3.5,0.0
GTS Hungary,30,1,Greedy,509.1,0.0,0.0
GTS Hungary,30,1,LocalSearch,509.1,0.0,0.0
GTS Hungary,30,1,Betweenness,509.1,0.0,0.0
GTS Hungary,30,1,HighDegree,509.1,0.0,0.0
GTS Hungary,30,1,Random,509.1,0.0,0.0
GTS Hungary,30,3,Greedy,158.18,0.0,0.0
GTS Hungary,30,3,LocalSearch,158.18,0.0,0.0
GTS Hungary,30,3,Betweenness,374.86,136.98,0.001
GTS Hungary,30,3,HighDegree,158.18,0.0,0.0
GTS Hungary,30,3,Random,273.81,73.1,0.0
GTS Hungary,30,5,Greedy,107.13,0.0,0.0
GTS Hungary,30,5,LocalSearch,107.13,0.0,0.001
GTS Hungary,30,5,Betweenness,323.63,202.08,0.0
GTS Hungary,30,5,HighDegree,144.69,35.05,0.0
GTS Hungary,30,5,Random,136.89,27.78,0.0
Renater,30,1,Greedy,925.04,0.0,0.0
Renater,30,1,LocalSearch,925.04,0.0,0.0
Renater,30,1,Betweenness,925.04,0.0,0.0
Renater,30,1,HighDegree,925.04,0.0,0.0
Renater,30,1,Random,925.04,0.0,0.0
Renater,30,3,Greedy,251.9,0.0,0.0
Renater,30,3,LocalSearch,251.9,0.0,0.0
Renater,30,3,Betweenness,410.8,63.08,0.0
Renater,30,3,HighDegree,410.8,63.08,0.0
Renater,30,3,Random,251.9,0.0,0.0
Renater,30,5,Greedy,136.19,0.0,0.0
Renater,30,5,LocalSearch,136.19,0.0,0.002
Renater,30,5,Betweenness,322.2,136.57,0.0
Renater,30,5,HighDegree,322.2,136.57,0.0
Renater,30,5,Random,208.08,52.78,0.0
WIDE,30,1,Greedy,9695.18,0.0,0.0
WIDE,30,1,LocalSearch,9695.18,0.0,0.0
WIDE,30,1,Betweenness,9770.46,0.78,0.0
WIDE,30,1,HighDegree,9770.46,0.78,0.0
WIDE,30,1,Random,9695.18,0.0,0.0
WIDE,30,3,Greedy,3782.54,0.0,0.0
WIDE,30,3,LocalSearch,3782.54,0.0,0.0
WIDE,30,3,Betweenness,8268.64,118.6,0.0
WIDE,30,3,HighDegree,8268.64,118.6,0.0
WIDE,30,3,Random,4915.67,29.96,0.0
WIDE,30,5,Greedy,2112.93,0.0,0.0
WIDE,30,5,LocalSearch,2112.93,0.0,0.0
WIDE,30,5,Betweenness,4383.56,107.46,0.0
WIDE,30,5,HighDegree,8142.17,285.35,0.0
WIDE,30,5,Random,3048.14,44.26,0.0
DIGEX,31,1,Greedy,10026.09,0.0,0.0
DIGEX,31,1,LocalSearch,10026.09,0.0,0.0
DIGEX,31,1,Betweenness,12337.05,23.05,0.0
DIGEX,31,1,HighDegree,23763.9,137.02,0.0
DIGEX,31,1,Random,10026.09,0.0,0.0
DIGEX,31,3,Greedy,2121.44,0.0,0.0
DIGEX,31,3,LocalSearch,2121.44,0.0,0.0
DIGEX,31,3,Betweenness,7556.05,256.18,0.0
DIGEX,31,3,HighDegree,3553.99,67.53,0.0
DIGEX,31,3,Random,2517.77,18.68,0.0
DIGEX,31,5,Greedy,838.81,6.35,0.0
DIGEX,31,5,LocalSearch,788.71,0.0,0.001
DIGEX,31,5,Betweenness,2865.14,263.27,0.0
DIGEX,31,5,HighDegree,2063.12,161.58,0.0
DIGEX,31,5,Random,1322.2,67.64,0.0
IINET ,31,1,Greedy,9688.7,0.0,0.0
IINET ,31,1,LocalSearch,9688.7,0.0,0.0
IINET ,31,1,Betweenness,9913.11,2.32,0.0
IINET ,31,1,HighDegree,9913.11,2.32,0.0
IINET ,31,1,Random,9688.7,0.0,0.0
IINET ,31,3,Greedy,2225.4,0.0,0.0
IINET ,31,3,LocalSearch,2225.4,0.0,0.0
IINET ,31,3,Betweenness,2325.74,4.51,0.0
IINET ,31,3,HighDegree,2325.74,4.51,0.0
IINET ,31,3,Random,2330.96,4.74,0.0
IINET ,31,5,Greedy,1319.52,3.7,0.0
IINET ,31,5,LocalSearch,1272.42,0.0,0.0
IINET ,31,5,Betweenness,1634.55,28.46,0.0
IINET ,31,5,HighDegree,1634.55,28.46,0.0
IINET ,31,5,Random,1636.14,28.59,0.0
RNP,31,1,Greedy,10190.1,0.0,0.0
RNP,31,1,LocalSearch,10190.1,0.0,0.0
RNP,31,1,Betweenness,10190.1,0.0,0.001
RNP,31,1,HighDegree,10190.1,0.0,0.0
RNP,31,1,Random,10190.1,0.0,0.0
RNP,31,3,Greedy,2304.29,30.33,0.0
RNP,31,3,LocalSearch,1767.99,0.0,0.0
RNP,31,3,Betweenness,8032.3,354.32,0.0
RNP,31,3,HighDegree,6813.17,285.36,0.0
RNP,31,3,Random,2174.39,22.99,0.0
RNP,31,5,Greedy,555.5,0.0,0.0
RNP,31,5,LocalSearch,555.5,0.0,0.001
RNP,31,5,Betweenness,2461.49,343.11,0.0
RNP,31,5,HighDegree,6805.81,1125.17,0.0
RNP,31,5,Random,942.04,69.58,0.0
Canerie,32,1,Greedy,15856.1,0.0,0.0
Canerie,32,1,LocalSearch,15856.1,0.0,0.0
Canerie,32,1,Betweenness,20873.26,31.64,0.0
Canerie,32,1,HighDegree,17286.28,9.02,0.0
Canerie,32,1,Random,15856.1,0.0,0.0
Canerie,32,3,Greedy,3181.23,38.06,0.0
Canerie,32,3,LocalSearch,2304.16,0.0,0.001
Canerie,32,3,Betweenness,9759.85,323.58,0.0
Canerie,32,3,HighDegree,9759.85,323.58,0.0
Canerie,32,3,Random,3121.05,35.45,0.0
Canerie,32,5,Greedy,1396.67,36.84,0.0
Canerie,32,5,LocalSearch,1020.69,0.0,0.001
Canerie,32,5,Betweenness,2542.15,149.06,0.0
Canerie,32,5,HighDegree,2542.15,149.06,0.0
Canerie,32,5,Random,1616.89,58.41,0.0
GTS Czech Republic,32,1,Greedy,1434.86,0.0,0.0
GTS Czech Republic,32,1,LocalSearch,1434.86,0.0,0.0
GTS Czech Republic,32,1,Betweenness,1434.86,0.0,0.0
GTS Czech Republic,32,1,HighDegree,1434.86,0.0,0.0
GTS Czech Republic,32,1,Random,1434.86,0.0,0.0
GTS Czech Republic,32,3,Greedy,309.45,0.0,0.0
GTS Czech Republic,32,3,LocalSearch,309.45,0.0,0.0
GTS Czech Republic,32,3,Betweenness,835.6,170.03,0.0
GTS Czech Republic,32,3,HighDegree,784.03,153.37,0.0
GTS Czech Republic,32,3,Random,355.55,14.9,0.0
GTS Czech Republic,32,5,Greedy,183.16,31.62,0.0
GTS Czech Republic,32,5,LocalSearch,139.16,0.0,0.0
GTS Czech Republic,32,5,Betweenness,460.68,231.04,0.0
GTS Czech Republic,32,5,HighDegree,148.32,6.58,0.0
GTS Czech Republic,32,5,Random,197.4,41.85,0.0
BICS,33,1,Greedy,4135.75,0.0,0.001
BICS,33,1,LocalSearch,4135.75,0.0,0.0
BICS,33,1,Betweenness,6272.37,51.66,0.0
BICS,33,1,HighDegree,6272.37,51.66,0.0
BICS,33,1,Random,4135.75,0.0,0.0
BICS,33,3,Greedy,1652.68,66.33,0.0
BICS,33,3,LocalSearch,993.64,0.0,0.0
BICS,33,3,Betweenness,2201.22,121.53,0.001
BICS,33,3,HighDegree,4333.34,336.11,0.0
BICS,33,3,Random,1661.08,67.17,0.0
BICS,33,5,Greedy,455.95,245.49,0.0
BICS,33,5,LocalSearch,131.97,0.0,0.001
BICS,33,5,Betweenness,2201.22,1567.96,0.0
BICS,33,5,HighDegree,3282.99,2387.66,0.0
BICS,33,5,Random,765.18,479.81,0.0
CRL,33,1,Greedy,23481.33,0.0,0.0
CRL,33,1,LocalSearch,23481.33,0.0,0.0
CRL,33,1,Betweenness,26165.03,11.43,0.0
CRL,33,1,HighDegree,26165.03,11.43,0.0
CRL,33,1,Random,25182.61,7.25,0.0
CRL,33,3,Greedy,2224.06,17.16,0.0
CRL,33,3,LocalSearch,1898.35,0.0,0.0
CRL,33,3,Betweenness,19937.51,950.26,0.0
CRL,33,3,HighDegree,3591.92,89.21,0.0
CRL,33,3,Random,2485.81,30.95,0.0
CRL,33,5,Greedy,1067.93,0.0,0.0
CRL,33,5,LocalSearch,1067.93,0.0,0.001
CRL,33,5,Betweenness,1623.43,52.02,0.0
CRL,33,5,HighDegree,1193.31,11.74,0.0
CRL,33,5,Random,1265.05,18.46,0.0
GTS Poland,33,1,Greedy,2847.16,0.0,0.0
GTS Poland,33,1,LocalSearch,2847.16,0.0,0.0
GTS Poland,33,1,Betweenness,3060.3,7.49,0.0
GTS Poland,33,1,HighDegree,3060.3,7.49,0.0
GTS Poland,33,1,Random,2847.16,0.0,0.0
GTS Poland,33,3,Greedy,377.6,17.3,0.0
GTS Poland,33,3,LocalSearch,321.89,0.0,0.0
GTS Poland,33,3,Betweenness,1797.64,458.46,0.001
GTS Poland,33,3,HighDegree,1416.64,340.1,0.0
GTS Poland,33,3,Random,379.48,17.89,0.0
GTS Poland,33,5,Greedy,155.44,24.65,0.001
GTS Poland,33,5,LocalSearch,124.7,0.0,0.001
GTS Poland,33,5,Betweenness,315.54,153.04,0.0
GTS Poland,33,5,HighDegree,295.74,137.16,0.0
GTS Poland,33,5,Random,200.28,60.61,0.0
INS IXC Services ,33,1,Greedy,1915.11,0.0,0.0
INS IXC Services ,33,1,LocalSearch,1915.11,0.0,0.0
INS IXC Services ,33,1,Betweenness,1915.11,0.0,0.0
INS IXC Services ,33,1,HighDegree,3104.26,62.09,0.0
INS IXC Services ,33,1,Random,1915.11,0.0,0.0
INS IXC Services ,33,3,Greedy,634.6,23.15,0.0
INS IXC Services ,33,3,LocalSearch,515.32,0.0,0.0
INS IXC Services ,33,3,Betweenness,987.43,91.62,0.0
INS IXC Services ,33,3,HighDegree,1153.27,123.8,0.0
INS IXC Services ,33,3,Random,889.58,72.63,0.0
INS IXC Services ,33,5,Greedy,169.95,4.76,0.0
INS IXC Services ,33,5,LocalSearch,162.22,0.0,0.0
INS IXC Services ,33,5,Betweenness,946.09,483.22,0.001
INS IXC Services ,33,5,HighDegree,887.55,447.14,0.0
INS IXC Services ,33,5,Random,245.07,51.07,0.0
Renater,33,1,Greedy,2694.26,0.0,0.0
Renater,33,1,LocalSearch,2694.26,0.0,0.0
Renater,33,1,Betweenness,4238.72,57.32,0.0
Renater,33,1,HighDegree,4238.72,57.32,0.0
Renater,33,1,Random,2694.26,0.0,0.0
Renater,33,3,Greedy,338.57,46.93,0.0
Renater,33,3,LocalSearch,230.43,0.0,0.0
Renater,33,3,Betweenness,376.08,63.2,0.0
Renater,33,3,HighDegree,1265.36,449.12,0.0
Renater,33,3,Random,482.65,109.45,0.0
Renater,33,5,Greedy,79.11,0.0,0.0
Renater,33,5,LocalSearch,79.11,0.0,0.001
Renater,33,5,Betweenness,187.12,136.53,0.0
Renater,33,5,HighDegree,191.52,142.09,0.0
Renater,33,5,Random,104.57,32.19,0.0
Renater,33,1,Greedy,2694.26,0.0,0.0
Renater,33,1,LocalSearch,2694.26,0.0,0.0
Renater,33,1,Betweenness,4238.72,57.32,0.001
Renater,33,1,HighDegree,4238.72,57.32,0.0
Renater,33,1,Random,2694.26,0.0,0.0
Renater,33,3,Greedy,338.57,46.93,0.0
Renater,33,3,LocalSearch,230.43,0.0,0.001
Renater,33,3,Betweenness,376.08,63.2,0.0
Renater,33,3,HighDegree,1265.36,449.12,0.0
Renater,33,3,Random,482.65,109.45,0.0
Renater,33,5,Greedy,79.11,0.0,0.0
Renater,33,5,LocalSearch,79.11,0.0,0.0
Renater,33,5,Betweenness,187.12,136.53,0.0
Renater,33,5,HighDegree,191.52,142.09,0.0
Renater,33,5,Random,104.57,32.19,0.001
ARNES,34,1,Greedy,1272.05,0.0,0.0
ARNES,34,1,LocalSearch,1272.05,0.0,0.0
ARNES,34,1,Betweenness,1420.47,11.67,0.0
ARNES,34,1,HighDegree,1420.47,11.67,0.0
ARNES,34,1,Random,1272.05,0.0,0.0
ARNES,34,3,Greedy,0.0,0.0,0.0
ARNES,34,3,LocalSearch,0.0,0.0,0.0
ARNES,34,3,Betweenness,250.84,0.0,0.0
ARNES,34,3,HighDegree,250.84,0.0,0.0
ARNES,34,3,Random,0.0,0.0,0.0
ARNES,34,5,Greedy,0.0,0.0,0.0
ARNES,34,5,LocalSearch,0.0,0.0,0.0
ARNES,34,5,Betweenness,0.0,0.0,0.0
ARNES,34,5,HighDegree,250.84,0.0,0.0
ARNES,34,5,Random,0.0,0.0,0.0
GEANT,34,1,Greedy,5268.43,0.0,0.0
GEANT,34,1,LocalSearch,5268.43,0.0,0.0
GEANT,34,1,Betweenness,5268.43,0.0,0.0
GEANT,34,1,HighDegree,5268.43,0.0,0.0
GEANT,34,1,Random,5268.43,0.0,0.0
GEANT,34,3,Greedy,1095.73,0.0,0.0
GEANT,34,3,LocalSearch,1095.73,0.0,0.0
GEANT,34,3,Betweenness,5268.43,380.82,0.001
GEANT,34,3,HighDegree,3404.04,210.67,0.0
GEANT,34,3,Random,1095.73,0.0,0.0
GEANT,34,5,Greedy,0.0,0.0,0.0
GEANT,34,5,LocalSearch,0.0,0.0,0.001
GEANT,34,5,Betweenness,3404.04,0.0,0.0
GEANT,34,5,HighDegree,3404.04,0.0,0.0
GEANT,34,5,Random,1095.73,0.0,0.0
Xspedius,34,1,Greedy,7964.31,0.0,0.0
Xspedius,34,1,LocalSearch,7964.31,0.0,0.0
Xspedius,34,1,Betweenness,9626.95,20.88,0.0
Xspedius,34,1,HighDegree,9626.95,20.88,0.0
Xspedius,34,1,Random,7964.31,0.0,0.0
Xspedius,34,3,Greedy,1414.93,32.69,0.0
Xspedius,34,3,LocalSearch,1066.37,0.0,0.0
Xspedius,34,3,Betweenness,2656.6,149.12,0.001
Xspedius,34,3,HighDegree,2656.6,149.12,0.0
Xspedius,34,3,Random,1382.81,29.67,0.0
Xspedius,34,5,Greedy,333.45,0.0,0.0
Xspedius,34,5,LocalSearch,333.45,0.0,0.0
Xspedius,34,5,Betweenness,1096.63,228.87,0.027
Xspedius,34,5,HighDegree,1933.8,479.94,0.0
Xspedius,34,5,Random,333.45,0.0,0.0
GTS Slovakia,35,1,Greedy,1309.77,0.0,0.0
GTS Slovakia,35,1,LocalSearch,1309.77,0.0,0.0
GTS Slovakia,35,1,Betweenness,2488.19,89.97,0.0
GTS Slovakia,35,1,HighDegree,2488.19,89.97,0.0
GTS Slovakia,35,1,Random,1309.77,0.0,0.0
GTS Slovakia,35,3,Greedy,76.57,0.0,0.0
GTS Slovakia,35,3,LocalSearch,76.57,0.0,0.0
GTS Slovakia,35,3,Betweenness,76.74,0.23,0.001
GTS Slovakia,35,3,HighDegree,76.74,0.23,0.0
GTS Slovakia,35,3,Random,76.74,0.23,0.0
GTS Slovakia,35,5,Greedy,53.81,0.0,0.0
GTS Slovakia,35,5,LocalSearch,53.81,0.0,0.001
GTS Slovakia,35,5,Betweenness,74.59,38.62,0.0
GTS Slovakia,35,5,HighDegree,74.59,38.62,0.0
GTS Slovakia,35,5,Random,58.45,8.62,0.0
Network USA ,35,1,Greedy,2420.72,0.0,0.0
Network USA ,35,1,LocalSearch,2420.72,0.0,0.0
Network USA ,35,1,Betweenness,2600.32,7.42,0.0
Network USA ,35,1,HighDegree,2600.32,7.42,0.0
Network USA ,35,1,Random,2439.88,0.79,0.0
Network USA ,35,3,Greedy,727.8,41.92,0.0
Network USA ,35,3,LocalSearch,512.83,0.0,0.0
Network USA ,35,3,Betweenness,1705.04,232.47,0.0
Network USA ,35,3,HighDegree,1705.04,232.47,0.0
Network USA ,35,3,Random,544.76,6.23,0.0
Network USA ,35,5,Greedy,285.51,11.02,0.0
Network USA ,35,5,LocalSearch,257.17,0.0,0.0
Network USA ,35,5,Betweenness,1195.88,365.03,0.001
Network USA ,35,5,HighDegree,1236.06,380.65,0.0
Network USA ,35,5,Random,346.35,34.68,0.0
BT North America,36,1,Greedy,17917.24,0.0,0.0
BT North America,36,1,LocalSearch,17917.24,0.0,0.0
BT North America,36,1,Betweenness,18383.72,2.6,0.0
BT North America,36,1,HighDegree,18383.72,2.6,0.0
BT North America,36,1,Random,18383.72,2.6,0.0
BT North America,36,3,Greedy,2651.72,46.74,0.0
BT North America,36,3,LocalSearch,1807.14,0.0,0.002
BT North America,36,3,Betweenness,3407.46,88.56,0.0
BT North America,36,3,HighDegree,3197.24,76.92,0.0
BT North America,36,3,Random,2296.18,27.06,0.0
BT North America,36,5,Greedy,941.04,27.31,0.0
BT North America,36,5,LocalSearch,739.15,0.0,0.0
BT North America,36,5,Betweenness,2054.65,177.97,0.0
BT North America,36,5,HighDegree,1701.99,130.26,0.0
BT North America,36,5,Random,1083.16,46.54,0.0
CWIX,36,1,Greedy,8969.66,0.0,0.0
CWIX,36,1,LocalSearch,8969.66,0.0,0.0
CWIX,36,1,Betweenness,9397.04,4.76,0.0
CWIX,36,1,HighDegree,9397.04,4.76,0.0
CWIX,36,1,Random,8969.66,0.0,0.0
CWIX,36,3,Greedy,2270.52,0.0,0.0
CWIX,36,3,LocalSearch,2270.52,0.0,0.0
CWIX,36,3,Betweenness,4098.79,80.52,0.0
CWIX,36,3,HighDegree,2895.82,27.54,0.0
CWIX,36,3,Random,2896.46,27.57,0.0
CWIX,36,5,Greedy,915.44,17.53,0.0
CWIX,36,5,LocalSearch,778.93,0.0,0.001
CWIX,36,5,Betweenness,3808.82,388.98,0.0
CWIX,36,5,HighDegree,888.22,14.03,0.0
CWIX,36,5,Random,983.0,26.2,0.0
NIIF,36,1,Greedy,986.81,0.0,0.0
NIIF,36,1,LocalSearch,986.81,0.0,0.0
NIIF,36,1,Betweenness,988.05,0.13,0.002
NIIF,36,1,HighDegree,988.05,0.13,0.0
NIIF,36,1,Random,986.81,0.0,0.0
NIIF,36,3,Greedy,261.69,0.0,0.0
NIIF,36,3,LocalSearch,261.69,0.0,0.0
NIIF,36,3,Betweenness,526.35,101.14,0.001
NIIF,36,3,HighDegree,307.45,17.49,0.0
NIIF,36,3,Random,310.89,18.8,0.0
NIIF,36,5,Greedy,144.66,5.59,0.0
NIIF,36,5,LocalSearch,137.0,0.0,0.0
NIIF,36,5,Betweenness,200.76,46.54,0.001
NIIF,36,5,HighDegree,181.19,32.26,0.0
NIIF,36,5,Random,184.2,34.45,0.0
PIONIER,36,1,Greedy,5325.36,0.0,0.0
PIONIER,36,1,LocalSearch,5325.36,0.0,0.0
PIONIER,36,1,Betweenness,5840.23,9.67,0.0
PIONIER,36,1,HighDegree,5799.89,8.91,0.0
PIONIER,36,1,Random,5325.36,0.0,0.0
PIONIER,36,3,Greedy,966.04,18.83,0.0
PIONIER,36,3,LocalSearch,812.98,0.0,0.0
PIONIER,36,3,Betweenness,2957.72,263.81,0.0
PIONIER,36,3,HighDegree,1179.0,45.02,0.0
PIONIER,36,3,Random,923.53,13.6,0.0
PIONIER,36,5,Greedy,429.64,96.19,0.0
PIONIER,36,5,LocalSearch,218.99,0.0,0.0
PIONIER,36,5,Betweenness,1724.94,687.68,0.0
PIONIER,36,5,HighDegree,794.07,262.61,0.0
PIONIER,36,5,Random,488.73,123.18,0.0
Zamren,36,1,Greedy,0.0,0.0,0.0
Zamren,36,1,LocalSearch,0.0,0.0,0.0
Zamren,36,1,Betweenness,4861.3,0.0,0.0
Zamren,36,1,HighDegree,8744.05,0.0,0.0
Zamren,36,1,Random,4808.87,0.0,0.0
Zamren,36,3,Greedy,0.0,0.0,0.0
Zamren,36,3,LocalSearch,0.0,0.0,0.0
Zamren,36,3,Betweenness,4181.98,0.0,0.0
Zamren,36,3,HighDegree,552.32,0.0,0.0
Zamren,36,3,Random,0.0,0.0,0.0
Zamren,36,5,Greedy,0.0,0.0,0.0
Zamren,36,5,LocalSearch,0.0,0.0,0.001
Zamren,36,5,Betweenness,1343.9,0.0,0.0
Zamren,36,5,HighDegree,433.21,0.0,0.0
Zamren,36,5,Random,0.0,0.0,0.0
BREN,37,1,Greedy,1627.39,0.0,0.0
BREN,37,1,LocalSearch,1627.39,0.0,0.0
BREN,37,1,Betweenness,1627.39,0.0,0.0
BREN,37,1,HighDegree,1627.39,0.0,0.0
BREN,37,1,Random,1627.39,0.0,0.0
BREN,37,3,Greedy,336.39,23.77,0.0
BREN,37,3,LocalSearch,271.79,0.0,0.0
BREN,37,3,Betweenness,809.11,197.7,0.0
BREN,37,3,HighDegree,504.13,85.48,0.0
BREN,37,3,Random,271.79,0.0,0.0
BREN,37,5,Greedy,158.52,25.45,0.0
BREN,37,5,LocalSearch,126.36,0.0,0.001
BREN,37,5,Betweenness,394.96,212.56,0.001
BREN,37,5,HighDegree,186.32,47.45,0.0
BREN,37,5,Random,137.1,8.5,0.0
EvoLink,37,1,Greedy,1659.34,0.0,0.0
EvoLink,37,1,LocalSearch,1659.34,0.0,0.0
EvoLink,37,1,Betweenness,1866.43,12.48,0.001
EvoLink,37,1,HighDegree,1866.43,12.48,0.0
EvoLink,37,1,Random,1696.12,2.22,0.0
EvoLink,37,3,Greedy,452.01,17.86,0.0
EvoLink,37,3,LocalSearch,383.51,0.0,0.0
EvoLink,37,3,Betweenness,1622.23,323.0,0.0
EvoLink,37,3,HighDegree,867.57,126.22,0.0
EvoLink,37,3,Random,449.9,17.31,0.0
EvoLink,37,5,Greedy,228.53,12.98,0.0
EvoLink,37,5,LocalSearch,202.28,0.0,0.001
EvoLink,37,5,Betweenness,312.97,54.72,0.0
EvoLink,37,5,HighDegree,305.5,51.03,0.0
EvoLink,37,5,Random,263.77,30.4,0.0
GEANT,37,1,Greedy,9037.24,0.0,0.0
GEANT,37,1,LocalSearch,9037.24,0.0,0.0
GEANT,37,1,Betweenness,10371.75,14.77,0.0
GEANT,37,1,HighDegree,10371.75,14.77,0.0
GEANT,37,1,Random,9037.24,0.0,0.0
GEANT,37,3,Greedy,2381.3,37.46,0.0
GEANT,37,3,LocalSearch,1732.37,0.0,0.0
GEANT,37,3,Betweenness,2744.36,58.42,0.0
GEANT,37,3,HighDegree,6826.69,294.07,0.0
GEANT,37,3,Random,2212.73,27.73,0.0
GEANT,37,5,Greedy,812.5,2.3,0.0
GEANT,37,5,LocalSearch,794.26,0.0,0.003
GEANT,37,5,Betweenness,1146.82,44.39,0.0
GEANT,37,5,HighDegree,1231.69,55.07,0.0
GEANT,37,5,Random,1064.3,34.0,0.0
GRnet,37,1,Greedy,2374.22,0.0,0.0
GRnet,37,1,LocalSearch,2374.22,0.0,0.0
GRnet,37,1,Betweenness,2374.22,0.0,0.0
GRnet,37,1,HighDegree,2374.22,0.0,0.0
GRnet,37,1,Random,2374.22,0.0,0.0
GRnet,37,3,Greedy,586.86,18.68,0.0
GRnet,37,3,LocalSearch,494.49,0.0,0.0
GRnet,37,3,Betweenness,610.84,23.53,0.001
GRnet,37,3,HighDegree,793.56,60.48,0.0
GRnet,37,3,Random,615.8,24.53,0.0
GRnet,37,5,Greedy,238.93,0.0,0.0
GRnet,37,5,LocalSearch,242.01,1.29,0.0
GRnet,37,5,Betweenness,295.63,23.73,0.001
GRnet,37,5,HighDegree,501.19,109.76,0.0
GRnet,37,5,Random,256.56,7.38,0.0
IIJ,37,1,Greedy,23079.65,0.0,0.0
IIJ,37,1,LocalSearch,23079.65,0.0,0.0
IIJ,37,1,Betweenness,23963.07,3.83,0.0
IIJ,37,1,HighDegree,23963.07,3.83,0.0
